timestamp;USD-EUR;USD-GBP;USD-CHF;EUR-USD;EUR-GBP;EUR-CHF;GBP-USD;GBP-EUR;GBP-CHF;CHF-USD;CHF-EUR;CHF-GBP;USD-PLN;EUR-PLN;GBP-PLN;CHF-PLN
25.03.2019;0.883002208;0.7561854309999999;0.9922295809999999;1.1325;0.8563799999999999;1.1237;1.32242696;1.167705925;1.3121511479999999;1.007831272;0.889917238;0.762107324;3.792759382;4.2953;5.015647259;3.822461511
26.03.2019;0.8856611459999999;0.7557346559999999;0.993888938;1.1291;0.8533;1.1222;1.323215751;1.171920778;1.315129497;1.0061486370000001;0.891106755;0.760381394;3.802497564;4.2934;5.0315246689999995;3.82587774
27.03.2019;0.888020602;0.7558653759999999;0.9942278659999999;1.1261;0.8511799999999999;1.1196;1.322986912;1.174839634;1.315350455;1.005805645;0.8931761340000001;0.760253662;3.812805257;4.2936;5.044291454;3.83494105
28.03.2019;0.891424496;0.7626582279999999;0.9970582990000001;1.1218;0.85555;1.1185;1.31120332;1.168838759;1.307346152;1.00295038;0.894054537;0.7649083590000001;3.8286682119999997;4.295;5.020162469;3.8399642380000003
29.03.2019;0.8900756559999999;0.7639519359999999;0.995193592;1.1235;0.8583;1.1181;1.308982873;1.16509379;1.302691367;1.004829622;0.894374385;0.767641535;3.827859368;4.3006;5.0106023539999995;3.8463464810000003
30.03.2019;0.8900756559999999;0.7639519359999999;0.995193592;1.1235;0.8583;1.1181;1.308982873;1.16509379;1.302691367;1.004829622;0.894374385;0.767641535;3.827859368;4.3006;5.0106023539999995;3.8463464810000003
31.03.2019;0.8900756559999999;0.7639519359999999;0.995193592;1.1235;0.8583;1.1181;1.308982873;1.16509379;1.302691367;1.004829622;0.894374385;0.767641535;3.827859368;4.3006;5.0106023539999995;3.8463464810000003
01.04.2019;0.88999644;0.7623531509999999;0.99501602;1.1236;0.8565799999999999;1.1179999999999999;1.311728035;1.1674332809999999;1.305190408;1.005008945;0.894454383;0.766171735;3.826094696;4.2989999999999995;5.018795676;3.845259392
02.04.2019;0.892857143;0.767857143;0.999553571;1.12;0.86;1.1195;1.3023255809999998;1.162790698;1.3017441859999999;1.000446628;0.8932559179999999;0.768200089;3.835089286;4.2953;4.994534884;3.836802144
03.04.2019;0.88944232;0.759494797;0.996709063;1.1243;0.8539;1.1206;1.316664715;1.171097318;1.312331655;1.003301803;0.892379083;0.762002499;3.8183758780000003;4.293;5.027520787;3.8309834019999998
04.04.2019;0.89134504;0.761369106;0.998930386;1.1219;0.8541799999999999;1.1207;1.3134233999999998;1.170713433;1.312018544;1.001070759;0.8922994559999999;0.7621843490000001;3.8231571439999996;4.2892;5.021424056;3.827250825
05.04.2019;0.890234132;0.765049408;1.0001780470000001;1.1233;0.8593799999999999;1.1235;1.307105122;1.163629593;1.307337848;0.999821985;0.8900756559999999;0.764913218;3.818837354;4.2897;4.991621867;3.8181575430000003
06.04.2019;0.890234132;0.765049408;1.0001780470000001;1.1233;0.8593799999999999;1.1235;1.307105122;1.163629593;1.307337848;0.999821985;0.8900756559999999;0.764913218;3.818837354;4.2897;4.991621867;3.8181575430000003
07.04.2019;0.890234132;0.765049408;1.0001780470000001;1.1233;0.8593799999999999;1.1235;1.307105122;1.163629593;1.307337848;0.999821985;0.8900756559999999;0.764913218;3.818837354;4.2897;4.991621867;3.8181575430000003
08.04.2019;0.8892050509999999;0.7663435890000001;0.99991108;1.1246;0.8618299999999999;1.1245;1.3048977179999999;1.160321641;1.3047816859999999;1.000088928;0.889284126;0.766411739;3.8135337010000003;4.2887;4.976271422;3.813872832
09.04.2019;0.886760663;0.7655848190000001;0.999379268;1.1277;0.86335;1.127;1.3061909999999999;1.158278798;1.305380205;1.000621118;0.8873114459999999;0.766060337;3.801542964;4.287;4.965541206;3.80390417
10.04.2019;0.886603422;0.7632148240000001;1.00008866;1.1279;0.8608299999999999;1.128;1.310247087;1.161669552;1.310363254;0.9999113479999999;0.886524823;0.763147163;3.7975884389999996;4.2833;4.97577919;3.797251773
11.04.2019;0.8877840909999999;0.7649857959999999;1.003551136;1.1264;0.8616799999999999;1.1304;1.307213815;1.160523628;1.3118559090000002;0.99646143;0.884642604;0.762278839;3.8023792610000013;4.283;4.9705227;3.788924275
12.04.2019;0.883314195;0.762211819;1.000441657;1.1321;0.8629;1.1326;1.31197126;1.158882837;1.312550701;0.9995585379999999;0.882924245;0.7618753309999999;3.780231428;4.2796;4.959554989;3.778562599
13.04.2019;0.883314195;0.762211819;1.000441657;1.1321;0.8629;1.1326;1.31197126;1.158882837;1.312550701;0.9995585379999999;0.882924245;0.7618753309999999;3.780231428;4.2796;4.959554989;3.778562599
14.04.2019;0.883314195;0.762211819;1.000441657;1.1321;0.8629;1.1326;1.31197126;1.158882837;1.312550701;0.9995585379999999;0.882924245;0.7618753309999999;3.780231428;4.2796;4.959554989;3.778562599
15.04.2019;0.8839388309999999;0.7628834090000001;1.002828604;1.1313;0.86305;1.1345;1.3108162909999999;1.158681421;1.314524072;0.997179374;0.881445571;0.7607316;3.778131353;4.2742;4.952436128;3.7674746580000003
16.04.2019;0.884564352;0.7641751440000001;1.005838125;1.1305;0.8639;1.1371;1.308600533;1.157541382;1.3162403059999999;0.994195761;0.8794301290000001;0.7597396890000001;3.7809818660000003;4.2744;4.9477948839999994;3.759036145
17.04.2019;0.884877445;0.766241926;1.008760287;1.1301;0.86593;1.14;1.305070849;1.154827757;1.316503644;0.99131579;0.8771929829999999;0.7595877190000001;3.781169808;4.2731;4.93469449;3.748333333
18.04.2019;0.8888888890000001;0.7686222220000001;1.011822222;1.125;0.8647;1.1383;1.301029259;1.156470452;1.316410316;0.98831591;0.8785030309999999;0.759641571;3.8032;4.2786;4.948074477;3.758763068
19.04.2019;0.8888888890000001;0.7686222220000001;1.011822222;1.125;0.8647;1.1383;1.301029259;1.156470452;1.316410316;0.98831591;0.8785030309999999;0.759641571;3.8032;4.2786;4.948074477;3.758763068
20.04.2019;0.8888888890000001;0.7686222220000001;1.011822222;1.125;0.8647;1.1383;1.301029259;1.156470452;1.316410316;0.98831591;0.8785030309999999;0.759641571;3.8032;4.2786;4.948074477;3.758763068
21.04.2019;0.8888888890000001;0.7686222220000001;1.011822222;1.125;0.8647;1.1383;1.301029259;1.156470452;1.316410316;0.98831591;0.8785030309999999;0.759641571;3.8032;4.2786;4.948074477;3.758763068
22.04.2019;0.8888888890000001;0.7686222220000001;1.011822222;1.125;0.8647;1.1383;1.301029259;1.156470452;1.316410316;0.98831591;0.8785030309999999;0.759641571;3.8032;4.2786;4.948074477;3.758763068
23.04.2019;0.889284126;0.768786127;1.020008893;1.1245;0.8645;1.147;1.30075188;1.156737999;1.326778485;0.9803836090000001;0.871839582;0.753705318;3.8118274789999997;4.2864;4.958241758;3.737053182
24.04.2019;0.892140244;0.772102775;1.018467303;1.1209;0.86545;1.1416;1.295164365;1.155468254;1.319082558;0.981867554;0.87596356;0.758102663;3.8269247930000003;4.2896;4.95649662;3.7575332869999998
25.04.2019;0.8990380290000001;0.7770835209999999;1.022026432;1.1123;0.86435;1.1368;1.286862961;1.15693874;1.31520796;0.978448276;0.87966221;0.7603360309999999;3.8613683360000004;4.295;4.969051889;3.7781491910000002
26.04.2019;0.898230486;0.7755322020000001;1.0214677090000002;1.1133;0.8634;1.1372;1.289437109;1.158211721;1.3171183690000001;0.978983468;0.8793527959999999;0.759233204;3.851432678;4.2878;4.966180218;3.77048892
27.04.2019;0.898230486;0.7755322020000001;1.0214677090000002;1.1133;0.8634;1.1372;1.289437109;1.158211721;1.3171183690000001;0.978983468;0.8793527959999999;0.759233204;3.851432678;4.2878;4.966180218;3.77048892
28.04.2019;0.898230486;0.7755322020000001;1.0214677090000002;1.1133;0.8634;1.1372;1.289437109;1.158211721;1.3171183690000001;0.978983468;0.8793527959999999;0.759233204;3.851432678;4.2878;4.966180218;3.77048892
29.04.2019;0.896860987;0.774349776;1.020538117;1.115;0.8634;1.1379;1.291406069;1.158211721;1.317929117;0.979875209;0.878811846;0.758766148;3.8514798210000003;4.2944;4.973824415;3.773969593
30.04.2019;0.891424496;0.7688358000000001;1.0195221970000001;1.1218;0.8624799999999999;1.1437;1.300667842;1.159447176;1.326059735;0.980851622;0.8743551629999999;0.7541138409999999;3.8213585310000004;4.2868;4.970318152;3.7481857130000003
01.05.2019;0.891424496;0.7688358000000001;1.0195221970000001;1.1218;0.8624799999999999;1.1437;1.300667842;1.159447176;1.326059735;0.980851622;0.8743551629999999;0.7541138409999999;3.8213585310000004;4.2868;4.970318152;3.7481857130000003
